"id";"Grischun_Display";"Grischun_Search";"Sursilvan_Display";"Sursilvan_Search";"Sutsilvan_Display";"Sutsilvan_Search";"Surmiran_Display";"Surmiran_Search";"Puter_Display";"Puter_Search";"Vallader_Display";"Vallader_Search";"German_Display";"German_Search";"French_Display";"French_Search";"Italian_Display";"Italian_Search";"English_Display";"English_Search";"Conjugation";"Lexical_Class_D";"Lexical_Class_R";"Source_Table_Name";"Source_Table_Row_ID"
78;"novavel (m)
novavla (f)";"novavel, novavla";"novavel (m)
novavla (f)";"novavel, novavla";"novavel (m)
novavla (f)";"novavel, novavla";"novavel (m)
novavla (f)";"novavel, novavla";"nouvevel (m)
nouvevla (f)";"nouvevel, nouvevla";"novavel (m)
novavla (f)";"novavel, novavla, 9avel, 9avla";"neunte(r,s)";"neunter";"neuvième";"neuvième";"nono (f: nona)";"nono, nona";"ninth (9th)";"ninth, 9th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";77
79;"diesch (10)";"diesch, 10";"diesch";"diesch, 10";"diesch";"diesch, 10";"diesch";"diesch, 10";"desch";"desch, 10";"desch";"desch, 10";"zehn";"zehn";"dix";"dix";"dieci (10)";"dieci, 10";"ten (10)";"ten, 10";"";"Kardinalzahl";"numeral";"meinpledari";78
80;"dieschavel
(f: dieschavla) (10avel, 10avla)";"dieschavel, dieschavla, 10avel, 10avla";"dieschavel
(f: dieschavla) (10avel, 10avla)";"dieschavel, dieschavla, 10avel, 10avla";"dieschavel (f: dieschavla) (10avel, 10avla)";"dieschavel, dieschavla, 10avel, 10avla";"dieschavel (f: dieschavla) (10avel, 10avla)";"dieschavel, dieschavla, 10avel, 10avla";"deschevel (f: deschevla)";"deschevel, deschevla, 10evel, 10evla";"deschavel (f: deschavla)";"deschavel, deschavla, 10avel, 10avla";"zehnte(r,s)";"zehnter";"dixième";"dixième";"decimo (f: decima)";"decimo, decima";"tenth (10th)";"tenth, 10th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";79
81;"indesch (11)";"indesch, 11";"endisch";"endisch, 11";"endesch";"endesch, 11";"endesch";"endesch, 11";"ündesch";"ündesch, 11";"ündesch";"ündesch, 11";"elf";"elf";"onze";"onze";"undici (11)";"undici, 11";"eleven (11)";"eleven, 11";"";"Kardinalzahl";"numeral";"meinpledari";80
82;"indeschavel
(f: indeschavla) (11avel, 11avla)";"indeschavel, indeschavla, 11avel, 11avla";"endischavel
(f: endischavla)";"endischavel, endischavla, 11avel, 11avla";"endeschavel (f: endeschavla)";"endeschavel, endeschavla";"endeschavel (f: endeschavla)";"endeschavel, endeschavla";"ündeschevel (f: ündeschevla)";"ündeschevel, ündeschevla, 11evel, 11evla";"ündeschavel (f: ündeschavla)";"ündeschavel, ündeschavla, 11avel, 11avla";"elfte(r,s)";"elfter";"onzième";"onzième";"undicesimo (11esimo), f: undicesima (11esima)";"undicesimo, undicesima, 11esimo, 11esima";"eleventh (11th)";"eleventh, 11th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";81
83;"dudesch (12)";"dudesch, 12";"dudisch";"dudisch, 12";"dudesch";"dudesch, 12";"dodesch";"dodesch, 12";"dudesch";"dudesch, 12";"dudesch";"dudesch, 12";"zwölf";"zwölf";"douze";"douze";"dodici (12)";"dodici, 12";"twelve (12)";"twelve, 12";"";"Kardinalzahl";"numeral";"meinpledari";82
84;"dudeschavel
(f: dudeschavla) (12avel, 12avla)";"dudeschavel, dudeschavla, 12avel, 12avla";"dudischavel
(f: dudischavla)";"dudischavel, dudischavla, 12avel, 12avla";"dudeschavel (f: dudeschavla)";"dudeschavel, dudeschavla";"dodeschavel (f: dodeschavla)";"dodeschavel, dodeschavla";"dudeschevel (f: dudeschevla)";"dudeschevel, dudeschevla";"dudeschavel (f: dudeschavla)";"dudeschavel, dudeschavla, 12avel, 12avla";"zwölfte(r,s)";"zwölfter";"douzième";"douzième";"dodicesimo (12esimo), f: dodicesima (12esima)";"dodicesimo, dodicesima, 12esimo, 12esima";"twelfth (12th)";"twelfth, 12th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";83
85;"tredesch (13)";"tredesch. 13";"tredisch";"tredisch, 13";"tredesch";"tredesch, 13";"tredesch";"tredesch, 13";"tredesch";"tredesch, 13";"traidesch";"traidesch, 13";"dreizehn";"dreizehn";"treize";"treize";"tredici (13)";"tredici, 13";"thirteen (13)";"thirteen, 13";"";"Kardinalzahl";"numeral";"meinpledari";84
86;"tredeschavel
(f: tredeschavla)";"tredeschavel, tredeschavla";"tredischavel, f: tredischavla)";"tredischavel, tredischavla, 13avel, 13avla";"tredeschavel (f: tredeschavla)";"tredeschavel, tredeschavla";"tredeschavel (f: tredeschavla)";"tredeschavel, tredeschavla";"tredischevel (f: tredischevla)";"tredischevel, tredischevla, 13eval, 13evla";"traideschavel (f: traideschavla)";"traideschavel, traideschavla, 13avel, 13avla";"dreizehnte(r,s)";"dreizehnter";"treizième";"treizième";"tredicesimo (13esimo) f: tredicesima (13esima)";"tredicesimo, tredicesima, 13esimo, 13esima";"thirteenth (13th)";"thirteenth, 13th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";85
87;"quattordesch (14)";"quattordesch, 14";"quitordisch";"quitordisch, 14";"quitordesch";"quitordesch, 14";"quittordesch";"quittordesch, 14";"quattordesch";"quattordesch, 14";"quattordesch";"quattordesch, 14";"vierzehn";"vierzehn";"quatorze";"quatorze";"quattordici (14)";"quattordici, 14";"fourteen (14)";"fourteen, 14";"";"Kardinalzahl";"numeral";"meinpledari";86
88;"quattordeschavel
(f: quattordeschavla) (14avel, 14avla)";"quattordeschavel, quattordeschavla, 14avel, 14avla";"quitordischavel
(f: quitordischavla)";"quitordischavel, quitordischavla, 14avel, 14avla";"quitordeschavel (f: quitordeschavla)";"quitordeschavel, quitordeschavla";"quittordeschavel (f: quittordeschavla)";"quittordeschavel, quittordeschavla";"quattordeschevel (f: quattordeschevla)";"quattordeschevel, quattordeschevla, 14evel, 14evla";"quattordeschavel (f: quattordeschavla)";"quattordeschavel, quattordeschavla, 14avel, 14avla";"vierzehnte(r,s)";"vierzehnter";"quatorzième";"quatorzième";"quattordicesimo (14esimo) f: quattordicesima (14esima)";"quattordicesimo, quattordicesima, 14esimo, 14esima";"fourteenth (14th)";"fourteenth, 14th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";87
89;"quindesch (15)";"quindesch, 15";"quendisch";"quendisch, 15";"quendesch";"quendesch, 15";"quindesch";"quindesch, 15";"quindesch";"quindesch, 15";"quindesch";"quindesch, 15";"fünfzehn";"fünfzehn";"quinze";"quinze";"quindici (15)";"quindici, 15";"fifteen (15)";"fifteen, 15";"";"Kardinalzahl";"numeral";"meinpledari";88
90;"quindeschavel
(f: quindeschavla) (15avel, 15avla)";"quindeschavel, quindeschavla, 15avel, 15avla";"quendischavel
(f: quendischavla)";"quendischavel, quendischavla, 15avel, 15avla";"quendeschavel (f: quendeschavla)";"quendeschavel, quendeschavla";"quindeschavel (f: quindeschavla)";"quindeschavel, quindeschavla";"quindeschevel (f: quindeschevla)";"quindeschevel, quindeschevla, 15evel, 15evla";"quindeschavel (f: quindeschavla)";"quindeschavel, quindeschavla, 15avel, 15avla";"fünfzehnte(r,s)";"fünfzehnter";"quinzième";"quinzième";"quindicesimo (15esimo) f: quindicesima (15esima)";"quindicesimo, quindicesima, 15esimo, 15esima";"fifteenth (15th)";"fifteenth, 15th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";89
91;"sedesch (16)";"sedesch, 16";"sedisch";"sedisch, 16";"sedesch";"sedesch, 16";"sedesch";"sedesch, 16";"saidesch";"saidesch, 16";"saidesch";"saidesch, 16";"sechzehn";"sechzehn";"seize";"seize";"sedici (16)";"sedici, 16";"sixteen (16)";"sixteen, 16";"";"Kardinalzahl";"numeral";"meinpledari";90
92;"sedeschavel
(f: sedeschavla) (16avel, 16avla)";"sedeschavel, sedeschavla, 16avel, 16avla";"sedischavel
(f: sedischavla)";"sedischavel, sedischavla, 16avel, 16avla";"sedeschavel (f: sedeschavla)";"sedeschavel, sedeschavla";"sedeschavel (f: sedeschavla)";"sedeschavel, sedeschavla";"saideschevel (f: saideschevla)";"saideschevel, saideschevla, 16evel, 16evla";"saideschavel (f: saideschavla)";"saideschavel, saideschavla, 16avel, 16avla";"sechzehnte(r,s)";"sechzehnter";"seizième";"seizième";"sedicesimo (16esimo) f: sedicesima (16esima)";"sedicesimo, sedicesima, 16esimo, 16esima";"sixteenth (16th)";"sixteenth, 16th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";91
93;"deschset (17)";"deschset, 17";"gissiat";"gissiat, 17";"gisseat";"gisseat, 17";"dischset";"dischset, 17";"dischset";"dischset, 17";"deschset";"deschset, 17";"siebzehn";"siebzehn";"dix-sept";"dix-sept";"diciassette (17)";"diciassette, 17";"seventeen (17)";"seventeen, 17";"";"Kardinalzahl";"numeral";"meinpledari";92
94;"deschsetavel
(f: deschsetavla) (17avel, 17avla)";"deschsetavel, deschsetavla, 17avel, 17avla";"gisiatavel
(f: gisiatavla)";"gisiatavel, gisiatavla, 17avel, 17avla";"gisseatavel (f: gisseatavla)";"gisseatavel, gisseatavla";"dischsettavel (f: dischsettavla)";"dischsettavel, dischsettavla";"dischsetevel (f: dischsetevla)";"dischsetevel, dischsetevla, 17evel, 17evla";"dischsetavel (f: dischsetavla)";"dischsetavel, dischsetavla, 17avel, 17avla";"siebzehnte(r,s)";"siebzehnter";"dix-septième";"dix-septième";"diciassettesimo (17esimo) f: diciassettesima (17esima)";"diciassettesimo, diciassettesima, 17esimo, 17esima";"seventeenth (17th)";"seventeenth, 17th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";93
95;"deschdotg (18)";"deschdotg, 18";"schotg";"schotg. 18";"schotg";"schotg, 18";"dischdotg";"dischdotg, 18";"dischdoch";"dischdoch, 18";"deschdot";"deschdot, 18";"achtzehn";"achtzehn";"dix-huit";"dix-huit";"diciotto (18)";"diciotto, 18";"eighteen (18)";"eighteen, 18";"";"Kardinalzahl";"numeral";"meinpledari";94
96;"deschdotgavel
(f: deschdotgavla) 18avel / 18avla";"deschdotgavel, deschdotgavla, 18avel, 18avla";"schotgavel
(f: schotgavla)";"schotgavel, schotgavla";"schotgavel (f: schotgavla)";"schotgavel, schotgavla";"dischdotgavel (f: dischdotgavla)";"dischdotgavel, dischdotgavla";"dischdochevel (f: dischdochevla)";"dischdochevel, dischdochevla, 18evel, 18evla";"deschdottavel, deschdottavla (18avel/18avla)";"deschdottavel, deschdottavla, 18avel, 18avla";"achtzehnte(r)";"achtzehnter";"dix-huitième";"dix-huitième";"diciottesimo (18esimo) f: diciottesima (18esima)";"diciottesimo, diciottesima, 18esimo, 18esima";"eighteenth (18th)";"eighteenth, 18th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";95
97;"deschnov (19)";"deschnov, 19";"scheniv";"scheniv, 19";"schenev";"schenev, 19";"dischnov";"dieschnov, 19";"dischnouv";"dischnouv, 19";"deschnouv";"deschnouv, 19";"neunzehn";"neunzehn";"dix-neuf";"dix-neuf";"diciannove (19)";"diciannove, 19";"nineteen (19)";"nineteen, 19";"";"Kardinalzahl";"numeral";"meinpledari";96
98;"deschnovavel
(f: deschnovavla) (19avel, 19avla)";"deschnovavel, deschnovavla, 19avel, 19avla";"schenivavel
(f: schenivavla)";"schenivavel, schenivavla, 19avel, 19avla";"schenevavel (f: schenevavla)";"schenevavel, schenevavla";"dischnovavel (f: dischnovavla)";"dischnovavel, dischnovavla";"dischnovevel (f: dischnovevla)";"dischnovevel, dischnovevla, 19evel, 19evla";"dischnovavel (f: dischnovavla)";"dischnovavel, dischnovavla, 19avel, 19avla";"neunzehnte(r,s)";"neunzehnter";"dix-neuvième";"dix-neuvième";"diciannovesimo (19esimo) f: diciannovesima (19)";"diciannovesimo, diciannovesima, 19esimo, 19esima";"nineteenth (19th)";"nineteenth, 19th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";97
99;"ventg (20)";"ventg, 20";"vegn";"vegn, 20";"veintg";"veintg, vaintg, ventg, 20";"vantg";"vantg, 20";"vainch";"vainch, 20";"vainch";"vainch, 20";"zwanzig";"zwanzig";"vingt";"vingt";"venti (20)";"venti, 20";"twenty (20)";"twenty, 20";"";"Kardinalzahl";"numeral";"meinpledari";98
100;"ventgavel
(f: ventgavla) (20avel, 20avla)";"ventgavel, ventgavla, 20avel, 20avla";"vegnavel
(f: vegnavla)";"vegnavel, vegnavla, 20avel, 20avla";"veintgavel (f: veintgavla)";"veintgavel, veintgavla";"vantgavel (f: vantgavla)";"vantgavel, vantgavla";"vainchevel (f: vainchevla)";"vainchevel, vainchevla, 20evel, 20evla";"vainchavel (f: vainchavla)";"vainchavel, vainchavla, 20avel, 20avla";"zwanzigste(r,s)";"zwanzigster";"vingtième";"vingtième";"ventesimo (20esimo) f: ventesima (20esima)";"ventesimo, ventesima, 20esimo, 20esima";"twentieth (20th)";"twentieth, 20th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";99
101;"onns ventg";"onns ventg";"onns vegn";"onns vegn";"ons veintg";"ons veintg";"onns vantg";"onns vantg";"ans vainch";"ans vainch";"ons vainch";"ons vainch";"Zwanziger Jahre";"zwanziger jahre";"les années vingt";"les années vingt";"anni venti ('20)";"anni venti, '20";"Twenties, 1920s, '20s";"twenties, 1920s, '20s";"";"Nomen (npl)";"num masculin plural";"meinpledari";100
102;"ventgin (21)";"ventgin, 21";"ventgin";"ventgin, 21";"veintgegn";"veintgegn, 21";"vantgegn";"vantgegn, 21";"vainchün";"vainchün, 21";"vainchün";"vainchün, 21";"einundzwanzig";"einundzwanzig";"vingt et un";"vingt et un";"ventuno (21)";"ventuno, 21";"twenty-one (21)";"twenty-one, 21";"";"Kardinalzahl";"numeral";"meinpledari";101
103;"ventginavel
(f: ventginavla)";"ventginavel, ventginavla";"ventginavel
(f: ventginavla)";"ventginavel, ventginavla, 21avel, 21avla";"veintgegnavel (f: veintgegnavla)";"veintgegnavel, veintgegnavla";"vantgegnavel (f: vantgegnavla)";"vantgegnavel, vantgegnavla";"vainchünevel (f: vainchünevla)";"vainchünevel, vainchünevla, 21evel, 21evla";"vainchünavel (f: vainchünavla)";"vainchünavel, vainchünavla, 21avel, 21avla";"einundzwanzigste(r,s)";"einundzwanzigster";"vingt et unième";"vingt et unième";"ventunesimo (21esimo) f: ventunesima (21esima)";"ventunesimo, ventunesima, 21esimo, 21esima";"twenty-first (21st)";"twenty-first, twentyfirst, 21st, 21th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";102
104;"ventgadus (22)";"ventgadus, 22";"ventgadus";"ventgadus, 22";"veintgadus, veintgaduas";"veintgadus, veintgaduas, 22";"vantgadus";"vantgadus, 22";"vainchaduos";"vainchaduos, 22";"vainchaduos";"vainchaduos, 22";"zweiundzwanzig";"zweiundzwanzig";"vingt-deux";"vingt-deux";"ventidue (22)";"ventidue, 22";"twenty-two (22)";"twenty-two, 22";"";"Kardinalzahl";"numeral";"meinpledari";103
105;"ventgadusavel
(f: ventgadusavla) (22avel, 22avla)";"ventgadusavel, ventgadusavla, 22avel, 22avla";"ventgadusavel
(f: ventgadusavla) (22avel, 22avla)";"ventgadusavel, ventgadusavla, 22avel, 22 avla";"veintgadusavel, veintgadusavla";"veintgadusavel, veintgadusavla, 22avel, 22avla";"vantgadusavel (f: vantgadusavla)";"vantgadusavel, vantgadusavla, 22avel, 22avla";"vainchaduoseval (f: vainchaduosevla)";"vainchaduoseval, vainchaduosevla, 22evel, 22evla";"vainchaduosavel (f: vainchaduosavla)";"vainchaduosavel, vainchaduosavla, 22avel, 22avla";"zweiundzwanzigste(r,s)";"zweiundzwanzigster";"vingt-deuxième";"vingt-deuxième";"ventiduesimo (22esimo) f: ventiduesima (22esima)";"ventiduesimo, ventiduesima, 22esimo, 22esima";"twenty-second (22nd)";"twenty-second, twentysecond, 22nd, 22th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";104
106;"ventgatrais (23)";"ventgatrais, 23";"ventgatreis";"ventgatreis, 23";"veintgatres";"veintgatres, 23";"vantgatreis";"vantgatreis, 23";"vainchatrais";"vainchatrais, 23";"vainchatrais";"vainchatrais, 23";"dreiundzwanzig";"dreiundzwanzig";"vingt-trois";"vingt-trois";"ventitré (23)";"ventitré, ventitre, 23";"twenty-three (23)";"twenty-three, 23";"";"Kardinalzahl";"numeral";"meinpledari";105
107;"ventgatraisavel
(f: ventgatraisavla) (23avel, 23avla)";"ventgatraisavel, ventgatraisavla, 23avel, 23avla";"ventgatreisavel
(f: ventgatreisavla)";"ventgatreisavel, ventgatreisavla, 23avel, 23avla";"veintgatresavel (f: veintgatresavla)";"veintgatresavel, veintgatresavla, 23avel, 23avla";"vantgatreisavel (f: vantgatreisavla)";"vantgatreisavel, vantgatreisavla, 23avel, 23avla";"vainchatraiseval (f: vainchatraisevla)";"vainchatraiseval, vainchatraisevla, 23evel, 23evla";"vainchatraisavel (f: vainchatraisavla)";"vainchatraisavel, vainchatraisavla, 23avel, 23avla";"dreiundzwanzigste (r,s)";"dreiundzwanzigster";"vingt-troisième";"vingt-troisième";"ventitreesimo (23esimo) f: ventitreesima (23esima)";"ventitreesimo, ventitreesima, 23esimo, 23esima";"twenty-third (23rd)";"twenty-third, twentythird, 23rd, 23th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";106
108;"ventgaquatter (24)";"ventgaquatter, 24";"ventgaquater";"ventgaquater, 24";"veintgaquater";"veintgaquater, 24";"vantgaquatter";"vantgaquatter, 24";"vainchaquatter";"vainchaquatter, 24";"vainchaquatter";"vainchaquatter, 24";"vierundzwanzig";"vierundzwanzig";"vingt-quatre";"vingt-quatre";"ventiquattro (24)";"ventiquattro, 24";"twenty-four (24)";"twenty-four, 24";"";"Kardinalzahl";"numeral";"meinpledari";107
109;"ventgaquatteravel
(f: ventgaquatteravla) (24avel, 24avla)";"ventgaquatteravel, ventgaquatteravla, 24avel, 24avla";"ventgaquateravel
(f: ventgaquateravla)";"ventgatquateravel, ventgaquateravla, 24avel, 24avla";"veintgaquateravel (f: veintgaquateravla)";"veintgaquateravel, veintgaquateravla, 24avel, 24avla";"vantgaquatteravel (f: vantgaquatteravla)";"vantgaquatteravel, vantgaquatteravla, 24avel, 24avla";"vainchaquatterevel (f: vainchaquatterevla)";"vainchaquatterevel, vainchaquatterevla, 24evel, 24evla";"vainchaquatteravel (f: vainchaquatteravla)";"vainchaquatteravel, vainchaquatteravla, 24avel, 24avla";"vierundzwanzig";"vierundzwanzig";"vingt-quatrième";"vingt-quatrième";"ventiquattresimo (24esimo) f: ventiquattresima (24esima)";"ventiquattresimo, ventiquattresima, 24esimo, 24esima";"twenty-fourth (24th)";"twenty-fourth, twentyfourth, 24th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";108
110;"ventgatschintg (25)";"ventgatschintg, 25";"ventgatschun";"ventgatschun, 25";"veintgatschentg";"veintgatschentg, 25";"vantgatschintg";"vantgatschintg, 25";"vainchatschinch";"vainchatschinch, 25";"vainchatschinch";"vainchatschinch, 25";"fünfundzwanzig";"fünfundzwanzig";"vingt-cinq";"vingt-cinq";"venticinque (25)";"venticinque, 25";"twenty-five (25)";"twenty-five, 25";"";"Kardinalzahl";"numeral";"meinpledari";109
111;"ventgatschintgavel
(f: ventgatschintgavla), 25avel/25avla";"ventgatschintgavel, ventgatschintgavla, 25avel, 25avla";"ventgatschunavel
(f: ventgatschunavla)";"ventgatschunavel, ventgatschunavla, 25avel, 25avla";"veintgatschentgavel (f: veintgatschentgavla)";"veintgatschentgavel, veintgatschentgavla, 25avel. 25avla";"vantgatschintgavel (f: vantgatschintgavla)";"vantgatschintgavel, vantgatschintgavla, 25avel, 25avla";"vainchatschinchevel (f: vainchatschinchevla)";"vainchatschinchevel, vainchatschinchevla, 25evel, 25evla";"vainchatschinchavel (f: vainchatschinchavla)";"vainchatschinchavel, vainchatschinchavla, 25avel, 25avla";"fünfundzwanzigste/r/s";"fünfundzwanzigster";"vingt-cinquième";"vingt-cinquième";"venticinquesimo (25esimo) f: venticinquesima (25esima)";"venticinquesimo, venticinquesima, 25esimo, 25esima";"twenty-fifth (25th)";"twenty-fifth, 25th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";110
112;"ventgasis (26)";"ventgasis, 26";"ventgasis (26)";"ventgasis, 26";"veintgasis";"veintgasis, 26";"vantgaseis";"vantgaseis, 26";"vainchases";"vainchases, 26";"vainchases";"vainchases, 26";"sechsundzwanzig";"sechsundzwanzig";"vingt-six";"vingt-six";"ventisei (26)";"ventisei, 26";"twenty-six (26)";"twenty-six, 26";"";"Kardinalzahl";"numeral";"meinpledari";111
113;"ventgasisavel (ventgasisavla), 26avel/26avla";"ventgasisavel, ventgasisavla, 26avel, 26avla";"ventgasisavel (ventgasisavla), 26avel/26avla";"ventgasisavel, ventgasisavla, 26avel, 26avla";"veintgasisavel (f: veintgasisavla)";"veintgasisavel, veintgasisavla, 26avel, 26avla";"vantgaseisavel (f: vantgaseisavla), 26avel/26avla";"vantgaseisavel, vantgaseisavla, 26avel, 26avla";"vainchasesevel (f: vainchasesevla)";"vainchasesevel, vainchasesevla, 26evel, 26evla";"vainchasesavel (f: vainchasesavla)";"vainchasesavel, vainchasesavla, 26avel, 26avla";"sechsundzwanzig";"sechsundzwanzig";"vingt-sixième";"vingt-sixième";"ventiseiesimo (26esimo) f: ventiseiesima (26esima)";"ventiseiesimo, ventiseiesima, 26esimo, 26esima";"twenty-sixth (26)";"twenty-sixth, 26th";"";"Ordnungszahl";"dumber ordinal";"meinpledari";112
114;"ventgaset (27)";"ventgaset, 27";"ventgasiat";"ventgasiat, 27";"veintgaseat";"veintgaseat, 27";"vantgaset";"vantgaset, 27";"vainchaset";"vainchaset, 27";"vainchaset";"vainchaset, 27";"siebenundzwanzig";"siebenundzwanzig";"vingt-sept";"vingt-sept";"ventisette (27)";"ventisette, 27";"twenty-seven (27)";"twenty-seven, 27";"";"Kardinalzahl";"numeral";"meinpledari";113
115;"ventgasetavel (27avel)
f: ventgasetavla (27avla)";"ventgasetavel, ventgasetavla, 27avel, 27avla";"ventgasiatavel (ventgasiatavla), 27avel/27avla";"ventgasiatavel, ventgasiatavla, 27avel, 27avla";"veintgaseatavel (f: veintgaseatavla)";"veintgaseatavel, veintgaseatavla, 27avel, 27avla";"vantgasetavel (f: vantgasetavla), 27avel/27avla";"vantgasetavel, vantgasetavla, 27avel, 27avla";"vainchasetevel (f: vainchasetevla)";"vainchasetevel, vainchasetevla, 27evel, 27evla";"vainchasetavel (f: vainchasetavla)";"vainchasetavel, vainchasetavla, 27avel, 27avla";"siebenundzwanzigste/r/s";"siebenundzwanzigste/r/s";"vingt-septième";"vingt-septième";"ventisettesimo (27esimo) f: ventisettesima (27esima)";"ventisettesimo, ventisettesima, 27esimo, 27esima";"twenty-seventh (27th)";"twenty-seventh, 27th";"";"Kardinalzahl";"dumber ordinal";"meinpledari";114
116;"ventgotg (28)";"ventgotg, 28";"ventgotg (28)";"ventgotg, 28";"veintgotg";"veintgotg, 28";"vantgotg";"vantgotg, 28";"vainchoch";"vainchoch, 28";"vainchot";"vainchot, 28";"achtundzwanzig";"achtundzwanzig";"vingt-huit";"vingt-huit";"ventotto (28)";"ventotto, 28";"twenty-eight (28)";"twenty-eight, 28";"";"Kardinalzahl";"numeral";"meinpledari";115
117;"ventgotgavel (28avel)
f: ventgotgavla (28avla)";"ventgotgavel, ventgotgavla, 28avel, 28avla";"ventgotgavel (ventgotgavla), 28avel/28avla";"ventgotgavel, ventgotgavla, 28avel, 28avla";"veintgotgavel (f: veintgotgavla)";"veintgotgavel, veintgotgavla, 28avel, 28avla";"vantgotgavel (f: vantgotgavla), 28avel/28avla";"vantgotgavel, vantgotgavla, 28avel, 28avla";"vainchotevel (f: vainchotevla)";"vainchotevel, vainchotevla, 28evel, 28evla";"vainchotavel (f: vainchotavla)";"vainchotavel, vainchotavla, 28avel, 28avla";"achtundzwanzigste/s/r";"achtundzwanzigste/s/r";"vingt-huitième";"vingt-huitième";"ventottesimo (28esimo) f: ventottesima (28esima)";"ventottesimo, ventottesima, 28esimo, 28esima";"twenty-eighth (28th)";"twenty-eighth, 28th";"";"Kardinalzahl";"dumber ordinal";"meinpledari";116
